NoiseV	HV/100	fL	fLErr	cL	cLErr	Entry		Mean	MeanErr	StdDev	SDErr	Entry		Mean	MeanErr	StdDev	SDErr
2450	15	0.9615	0.0094	0.6304	0.0040	6568.6385	33.0692	0.1839	14.9067	0.1301	6565.0564	33.0592	0.1909	15.4716	0.1350
2450	15	0.9615	0.0094	0.6304	0.0040	6568.6385	33.0712	0.1840	14.9093	0.1301	6565.0564	33.0695	0.1912	15.4925	0.1352
2450	15	0.9615	0.0094	0.6304	0.0040	6568.6385	33.0692	0.1839	14.9067	0.1301	6565.0564	33.0592	0.1909	15.4716	0.1350
2450	15	0.9615	0.0094	0.6773	0.0040	6568.6385	30.7816	0.1543	12.5082	0.1091	6565.0564	29.1195	0.1401	11.3521	0.0991
2450	15	0.9615	0.0094	0.6759	0.0040	6568.6385	30.8442	0.1548	12.5494	0.1095	6565.0564	29.2248	0.1408	11.4095	0.0996
2450	15	0.9615	0.0094	0.6304	0.0040	6568.6385	33.0692	0.1839	14.9067	0.1301	6565.0564	33.0592	0.1909	15.4716	0.1350
2450	15	0.9615	0.0094	0.6759	0.0040	6568.6385	30.8442	0.1548	12.5494	0.1095	6565.0564	29.2248	0.1408	11.4095	0.0996
2450	15	0.9615	0.0094	0.6634	0.0040	6568.6385	31.4269	0.1602	12.9835	0.1133	6565.0564	30.1459	0.1483	12.0142	0.1048
2450	15	0.9615	0.0094	0.6304	0.0040	6568.6385	33.0707	0.1840	14.9093	0.1301	6565.0564	33.0695	0.1912	15.4938	0.1352
2450	15	0.9615	0.0094	0.6634	0.0040	6568.6385	31.4269	0.1602	12.9835	0.1133	6565.0564	30.1459	0.1483	12.0142	0.1048
